Tiempo,GiroX,GiroY,GiroZ,KalmanGiroX,GiroXAngle,GiroYAngle,Roll,Pitch,KalmanRoll
44.71,-0.08,-0.27,-0.11,-0.0,-0.91,-5.69,0.18,1.34,-0.06
44.78,-0.03,-0.18,-0.08,0.07,-0.91,-5.71,0.18,1.06,-0.03
44.84,-0.1,-0.05,-0.13,0.02,-0.92,-5.71,0.06,1.39,-0.02
44.91,-0.08,-0.11,-0.05,0.05,-0.93,-5.72,-0.11,1.33,-0.02
44.97,0.02,-0.15,-0.09,0.14,-0.92,-5.73,-0.23,1.2,-0.04
45.04,0.06,-0.04,-0.14,0.17,-0.92,-5.73,-0.02,1.72,-0.02
45.11,-0.03,0.03,-0.03,0.08,-0.92,-5.73,-0.08,1.27,-0.03
45.17,0.01,-0.43,-0.12,0.11,-0.92,-5.76,-0.34,1.62,-0.05
45.24,-0.08,-0.26,-0.13,-0.0,-0.93,-5.77,-0.4,1.34,-0.09
45.31,-0.16,-0.26,-0.04,-0.11,-0.94,-5.79,0.14,1.3,-0.07
45.37,-0.04,-0.24,-0.13,0.03,-0.94,-5.81,0.04,1.38,-0.06
45.44,-0.18,-0.11,0.08,-0.11,-0.95,-5.81,-0.09,1.65,-0.07
45.5,-0.06,-0.21,-0.22,0.01,-0.96,-5.83,-0.2,1.52,-0.08
45.57,-0.09,0.05,-0.08,-0.03,-0.96,-5.82,0.03,1.23,-0.07
45.64,-0.1,0.01,-0.12,-0.03,-0.97,-5.82,-0.04,0.94,-0.07
45.7,-0.14,-0.19,-0.14,-0.06,-0.98,-5.84,-0.3,1.4,-0.1
45.77,0.04,-0.18,-0.08,0.1,-0.98,-5.85,0.21,1.04,-0.06
45.84,0.0,-0.13,-0.15,0.08,-0.98,-5.86,-0.2,1.36,-0.07
45.9,-0.18,-0.04,-0.21,-0.11,-0.99,-5.86,-0.3,1.39,-0.1
45.97,0.08,-0.15,0.08,0.13,-0.98,-5.87,0.03,1.07,-0.08
46.03,-0.12,-0.06,-0.11,-0.06,-0.99,-5.87,-0.3,1.34,-0.11
46.1,0.06,-0.27,-0.09,0.11,-0.99,-5.89,0.06,1.26,-0.08
46.17,-0.02,-0.25,-0.1,0.03,-0.99,-5.91,-0.24,0.99,-0.1
46.23,-0.08,-0.09,-0.08,-0.03,-0.99,-5.91,0.02,1.59,-0.09
46.3,-0.06,-0.1,-0.21,-0.01,-1.0,-5.92,0.25,1.61,-0.05
46.37,-0.05,-0.11,-0.12,0.03,-1.0,-5.93,-0.26,1.67,-0.07
46.43,-0.11,-0.08,-0.09,-0.05,-1.01,-5.93,-0.09,0.83,-0.08
46.5,-0.02,-0.08,0.0,0.04,-1.01,-5.94,-0.2,1.96,-0.09
46.57,0.02,-0.02,-0.07,0.07,-1.01,-5.94,0.31,1.74,-0.04
46.63,-0.03,0.0,0.08,0.05,-1.01,-5.94,0.09,1.03,-0.02
46.69,0.05,-0.02,-0.11,0.14,-1.01,-5.94,-0.09,1.38,-0.02
46.76,-0.05,-0.16,-0.07,0.04,-1.01,-5.95,-0.3,1.1,-0.05
46.83,-0.12,-0.12,-0.06,-0.06,-1.02,-5.96,-0.35,1.31,-0.08
46.89,0.09,-0.18,-0.07,0.14,-1.01,-5.97,0.15,1.55,-0.05
46.96,0.02,-0.37,-0.18,0.08,-1.01,-6.0,0.37,1.69,-0.0
47.02,0.06,-0.02,0.08,0.15,-1.01,-6.0,-0.12,1.42,-0.0
47.09,-0.14,-0.18,-0.06,-0.05,-1.02,-6.01,0.06,1.39,-0.0
47.15,-0.15,-0.22,-0.18,-0.06,-1.03,-6.02,-0.26,1.65,-0.03
47.22,-0.18,-0.05,-0.21,-0.11,-1.04,-6.03,-0.03,1.1,-0.04
47.29,-0.03,-0.18,0.02,0.04,-1.04,-6.04,-0.06,1.12,-0.04
47.36,0.05,-0.14,-0.01,0.11,-1.04,-6.05,-0.05,1.47,-0.03
47.42,-0.11,-0.11,-0.03,-0.04,-1.04,-6.06,-0.02,1.18,-0.03
47.49,-0.08,-0.08,-0.05,-0.01,-1.05,-6.06,0.03,1.49,-0.03
47.56,-0.11,-0.05,-0.07,-0.03,-1.06,-6.06,-0.15,1.2,-0.04
47.62,-0.11,-0.18,-0.1,-0.05,-1.06,-6.08,0.05,1.63,-0.04
47.69,-0.11,-0.18,-0.16,-0.04,-1.07,-6.09,0.15,1.57,-0.02
47.76,0.03,0.05,-0.08,0.12,-1.07,-6.09,-0.15,1.56,-0.03
47.82,-0.05,-0.08,-0.12,0.02,-1.07,-6.09,-0.14,1.52,-0.04
47.89,-0.08,-0.31,-0.19,-0.02,-1.08,-6.11,-0.23,1.19,-0.06
47.96,-0.07,-0.08,-0.15,-0.02,-1.08,-6.12,0.15,1.46,-0.04
48.02,-0.07,-0.1,-0.24,-0.0,-1.09,-6.12,-0.05,1.15,-0.04
48.09,0.02,-0.05,-0.05,0.08,-1.09,-6.13,-0.08,1.64,-0.04
48.16,-0.02,-0.17,-0.2,0.05,-1.09,-6.14,0.3,1.26,0.0
48.22,-0.08,-0.15,-0.11,0.01,-1.09,-6.15,0.08,1.75,0.01
48.29,0.06,-0.13,-0.16,0.16,-1.09,-6.15,-0.26,1.5,-0.01
48.35,-0.22,0.07,-0.22,-0.15,-1.1,-6.15,0.31,1.35,0.02
48.42,-0.08,-0.23,-0.16,0.01,-1.11,-6.17,-0.02,1.59,0.01
48.48,-0.05,-0.12,-0.08,0.05,-1.11,-6.17,0.02,1.42,0.02
48.55,0.02,-0.22,-0.05,0.12,-1.11,-6.19,-0.21,1.33,-0.0
48.61,0.04,-0.24,-0.08,0.12,-1.11,-6.2,-0.05,1.54,0.0
48.68,0.11,-0.16,0.05,0.19,-1.1,-6.21,0.08,1.52,0.02
48.74,-0.12,-0.2,0.0,-0.04,-1.11,-6.23,-0.03,1.73,0.01
48.8,-0.15,-0.07,0.02,-0.08,-1.12,-6.23,-0.08,1.46,-0.0
48.87,-0.06,-0.24,-0.03,0.01,-1.12,-6.25,0.08,0.89,0.01
48.94,0.0,-0.16,-0.11,0.07,-1.12,-6.26,0.0,1.43,0.01
49.0,0.0,-0.01,0.03,0.07,-1.12,-6.26,0.06,1.6,0.02
49.06,-0.01,-0.13,-0.04,0.07,-1.12,-6.27,-0.05,1.19,0.02
49.13,-0.05,-0.12,0.04,0.03,-1.13,-6.27,-0.08,1.34,0.01
49.19,0.04,-0.11,0.06,0.1,-1.12,-6.28,-0.02,1.74,0.01
49.26,-0.18,-0.23,-0.15,-0.11,-1.13,-6.3,0.02,1.51,0.01
49.32,-0.03,-0.21,-0.05,0.03,-1.14,-6.31,0.17,1.39,0.02
49.39,-0.05,-0.08,-0.15,0.02,-1.14,-6.31,-0.06,1.57,0.02
49.45,-0.08,-0.21,-0.21,-0.02,-1.15,-6.33,-0.23,1.53,-0.01
49.52,-0.06,-0.08,-0.04,-0.01,-1.15,-6.33,0.17,1.59,0.01
49.59,-0.06,-0.12,0.05,0.0,-1.15,-6.34,0.23,1.37,0.03
49.65,0.09,-0.01,-0.02,0.17,-1.15,-6.34,0.18,1.43,0.06
49.71,0.02,-0.11,-0.11,0.11,-1.15,-6.35,0.24,1.17,0.08
49.78,-0.04,0.15,-0.13,0.07,-1.15,-6.34,0.0,1.64,0.08
49.84,-0.11,-0.03,0.01,-0.01,-1.16,-6.34,0.05,1.11,0.07
49.9,-0.02,0.02,-0.08,0.07,-1.16,-6.34,-0.09,1.45,0.06
49.97,-0.09,-0.11,0.0,-0.01,-1.16,-6.35,-0.21,1.28,0.03
50.03,-0.1,-0.19,0.01,-0.04,-1.17,-6.36,0.23,0.86,0.05
50.1,-0.04,-0.15,-0.03,0.04,-1.17,-6.37,-0.24,1.28,0.02
50.16,-0.18,-0.08,-0.17,-0.13,-1.18,-6.37,-0.62,1.54,-0.05
50.23,-0.08,-0.05,0.07,-0.07,-1.19,-6.38,-0.12,1.69,-0.07
50.3,-0.05,-0.14,-0.02,-0.04,-1.19,-6.39,0.36,1.62,-0.02
50.37,-0.08,-0.05,-0.06,-0.05,-1.2,-6.39,0.03,1.12,-0.02
50.43,-0.12,-0.14,0.02,-0.08,-1.21,-6.4,0.15,1.02,-0.01
50.5,-0.05,-0.05,-0.1,0.01,-1.21,-6.4,-0.08,1.42,-0.01
50.57,-0.06,0.0,-0.16,-0.01,-1.21,-6.4,-0.37,1.26,-0.05
50.63,-0.09,-0.13,-0.18,-0.07,-1.22,-6.41,0.0,1.59,-0.05
50.7,-0.11,-0.14,-0.13,-0.09,-1.23,-6.42,-0.16,1.69,-0.07
50.77,0.02,-0.02,-0.02,0.03,-1.23,-6.42,-0.18,1.18,-0.08
50.83,0.03,0.01,0.05,0.04,-1.22,-6.42,-0.18,1.46,-0.09
50.9,-0.02,-0.04,-0.13,-0.02,-1.23,-6.42,-0.3,1.47,-0.11
50.96,0.02,-0.2,-0.05,-0.0,-1.22,-6.44,0.37,1.31,-0.06
51.03,0.04,-0.24,0.02,0.06,-1.22,-6.45,-0.41,1.42,-0.09
51.09,-0.05,-0.21,-0.13,-0.05,-1.22,-6.47,-0.14,1.3,-0.1
51.16,-0.14,0.06,0.07,-0.15,-1.23,-6.46,0.0,1.43,-0.1
51.23,-0.01,-0.05,-0.08,-0.01,-1.23,-6.46,-0.15,1.75,-0.11
51.29,-0.08,-0.27,0.01,-0.08,-1.24,-6.48,-0.27,1.5,-0.13
51.36,-0.12,0.02,-0.21,-0.14,-1.25,-6.48,-0.21,1.29,-0.15
51.43,-0.12,-0.07,-0.07,-0.15,-1.26,-6.49,0.11,1.62,-0.13
51.49,-0.14,0.0,-0.21,-0.14,-1.27,-6.49,0.27,1.69,-0.09
51.56,-0.14,-0.26,-0.04,-0.11,-1.27,-6.5,-0.08,1.14,-0.1
51.63,-0.02,-0.14,-0.2,0.01,-1.28,-6.51,0.17,0.96,-0.07
51.69,-0.15,-0.2,-0.18,-0.09,-1.28,-6.53,-0.09,1.12,-0.08
51.76,0.02,-0.24,-0.01,0.06,-1.28,-6.54,0.05,1.67,-0.06
51.83,0.05,-0.08,0.04,0.1,-1.28,-6.55,-0.31,1.32,-0.08
51.89,-0.11,0.05,-0.08,-0.08,-1.29,-6.54,-0.14,1.1,-0.09
51.96,-0.03,-0.08,-0.05,0.0,-1.29,-6.55,-0.15,1.2,-0.1
52.02,-0.11,-0.07,-0.11,-0.09,-1.3,-6.55,-0.44,1.4,-0.14
52.09,-0.07,-0.2,-0.12,-0.07,-1.3,-6.57,-0.24,1.18,-0.15
52.16,-0.11,-0.15,-0.12,-0.11,-1.31,-6.58,0.17,1.75,-0.13
52.23,-0.1,-0.04,-0.07,-0.08,-1.32,-6.58,-0.23,1.18,-0.14
52.29,0.01,-0.31,-0.08,0.02,-1.32,-6.6,0.15,1.15,-0.11
52.36,-0.07,0.04,-0.13,-0.03,-1.32,-6.6,0.23,1.28,-0.07
52.42,0.07,0.11,-0.06,0.13,-1.32,-6.59,0.45,1.33,-0.01
52.49,-0.18,-0.11,-0.05,-0.07,-1.33,-6.6,-0.27,1.31,-0.04
52.56,-0.19,-0.13,0.01,-0.11,-1.34,-6.61,-0.14,1.66,-0.06
52.62,-0.06,-0.2,-0.09,0.01,-1.34,-6.62,0.14,1.34,-0.04
52.69,-0.12,-0.11,0.0,-0.03,-1.35,-6.63,-0.33,1.75,-0.07
52.75,-0.02,-0.23,0.37,0.04,-1.35,-6.64,0.54,1.64,-0.0
52.82,-0.22,-0.11,-0.05,-0.11,-1.37,-6.65,0.23,1.44,0.02
52.88,0.08,-0.06,-0.04,0.21,-1.36,-6.65,0.31,1.69,0.06
52.95,-0.05,-0.15,-0.06,0.1,-1.37,-6.66,-0.17,1.34,0.04
53.01,-0.11,0.2,-0.02,0.03,-1.37,-6.65,-0.11,1.19,0.03
53.08,-0.18,-0.02,-0.23,-0.06,-1.38,-6.65,-0.31,1.25,-0.01
53.15,1.27,-0.6,0.05,1.37,-1.3,-6.69,-1.39,1.2,-0.08
53.21,-0.18,-0.34,-0.08,-0.2,-1.31,-6.72,-1.24,1.42,-0.21
53.28,-0.11,-0.1,-0.11,-0.22,-1.32,-6.72,-0.11,1.35,-0.21
53.35,-0.12,0.06,0.06,-0.21,-1.33,-6.72,0.15,1.43,-0.19
53.41,-0.08,-0.13,-0.13,-0.15,-1.33,-6.73,0.4,1.43,-0.13
53.48,-0.11,-0.16,0.01,-0.12,-1.34,-6.74,0.14,1.31,-0.11
53.54,-0.06,-0.21,-0.11,-0.06,-1.34,-6.75,-0.05,1.42,-0.11
53.61,-0.11,-0.09,-0.06,-0.1,-1.35,-6.76,-0.35,1.75,-0.14
53.68,0.09,-0.36,-0.13,0.08,-1.34,-6.78,0.18,1.35,-0.1
53.74,0.02,-0.24,0.2,0.03,-1.34,-6.8,0.21,1.2,-0.06
53.81,-0.04,-0.02,-0.02,0.0,-1.35,-6.8,0.29,1.19,-0.03
53.87,-0.06,-0.18,0.02,0.01,-1.35,-6.81,0.05,1.38,-0.02
53.94,-0.08,-0.21,-0.09,-0.01,-1.36,-6.82,-0.03,1.27,-0.02
54.01,-0.15,-0.17,-0.13,-0.07,-1.37,-6.84,-0.17,1.5,-0.04
54.07,-0.05,-0.11,-0.04,0.01,-1.37,-6.84,-0.15,1.59,-0.05
54.14,0.04,-0.27,-0.06,0.09,-1.37,-6.86,-0.06,1.58,-0.05
54.21,-0.08,-0.04,-0.03,-0.03,-1.37,-6.86,-0.06,1.52,-0.05
54.27,0.09,0.3,-0.1,0.14,-1.37,-6.84,-3.27,2.35,-0.39
54.34,-0.03,-0.18,-0.17,-0.23,-1.37,-6.85,0.67,1.09,-0.29
54.4,-0.62,-0.67,-0.24,-0.73,-1.41,-6.9,1.08,2.92,-0.19
54.47,-0.08,-0.11,0.02,-0.09,-1.41,-6.91,0.16,1.44,-0.15
54.54,0.04,-0.15,-0.08,0.06,-1.41,-6.92,-0.62,1.55,-0.2
54.6,-0.01,-0.27,-0.18,-0.02,-1.41,-6.93,-0.17,1.68,-0.2
54.67,-0.06,-0.44,-0.05,-0.07,-1.42,-6.96,-0.22,1.0,-0.21
54.74,0.05,-0.08,-0.22,0.03,-1.41,-6.97,0.24,1.08,-0.16
54.8,-0.15,-0.12,-0.1,-0.13,-1.42,-6.98,0.06,0.92,-0.14
54.87,-0.02,-0.27,-0.14,0.01,-1.42,-6.99,-0.3,1.52,-0.16
54.94,-0.04,0.07,-0.06,-0.01,-1.43,-6.99,0.0,1.55,-0.14
55.0,-0.06,-0.05,-0.05,-0.02,-1.43,-6.99,-0.02,1.44,-0.13
55.07,0.16,0.05,-0.21,0.21,-1.42,-6.99,0.15,1.18,-0.09
55.13,0.05,-0.27,-0.05,0.11,-1.42,-7.01,0.27,1.71,-0.04
55.2,-0.09,-0.31,0.05,0.0,-1.42,-7.03,0.29,1.55,-0.01
55.26,-0.03,-0.21,0.04,0.09,-1.43,-7.04,0.18,1.1,0.02
55.33,-0.05,-0.02,0.13,0.09,-1.43,-7.04,0.27,1.23,0.05
55.39,0.24,-0.24,0.08,0.39,-1.41,-7.06,-0.54,1.1,0.01
55.45,-135.85,-0.53,2.28,-135.74,-10.05,-7.09,-7.79,1.36,-8.53
55.53,-169.57,-1.99,-0.09,-169.41,-22.29,-7.24,-20.43,2.04,-20.73
55.6,-178.67,-3.27,-0.07,-178.48,-35.76,-7.48,-31.49,1.95,-33.89
55.68,-171.9,-1.32,-2.24,-171.5,-48.73,-7.58,-45.22,2.42,-46.65
55.75,-188.14,-1.92,-2.66,-187.61,-62.92,-7.73,-58.3,2.17,-60.52
55.83,-172.49,-2.11,-1.63,-171.76,-75.93,-7.89,-74.79,6.53,-73.62
55.9,-168.88,-1.54,-1.27,-168.26,-88.67,-8.0,-88.32,36.77,-86.55
55.98,-173.27,-3.21,-1.56,-172.81,-101.93,-8.25,-100.33,11.12,-99.83
56.06,-172.73,-1.98,-1.55,-172.31,-115.53,-8.4,-114.37,6.05,-113.51
56.14,-176.49,-2.41,-1.02,-176.15,-129.42,-8.59,-128.65,2.85,-127.53
56.22,-176.9,-3.1,-2.21,-176.67,-143.34,-8.84,-139.21,2.15,-141.17
56.29,-178.16,-2.09,-2.12,-177.75,-157.37,-9.0,-153.07,2.56,-154.92
56.37,-179.38,-2.08,-0.56,-178.79,-171.49,-9.17,-168.58,1.58,-168.94
56.45,-173.33,-1.88,-2.4,-172.71,174.87,-9.31,-177.89,1.39,-181.98
56.53,-186.28,-2.1,-0.93,-185.28,160.4,-9.48,164.69,1.52,163.75
56.61,-177.18,-1.23,-2.07,-176.09,147.0,-9.57,156.53,1.93,151.16
56.68,-174.91,-2.45,-0.17,-173.31,133.78,-9.76,141.47,2.91,138.47
56.76,-173.51,-2.5,-0.46,-171.63,120.68,-9.94,130.6,2.95,126.11
56.83,-172.73,-2.15,-0.95,-170.44,107.62,-10.11,117.03,1.28,113.68
56.91,-169.47,-1.37,-1.28,-166.86,94.63,-10.21,103.23,6.28,101.17
56.98,-177.47,-2.44,-1.08,-174.67,81.22,-10.4,91.54,28.47,88.39
57.06,-177.15,-1.85,-1.27,-174.06,68.03,-10.53,75.81,4.79,75.47
57.13,-180.95,-1.35,-0.82,-177.82,54.75,-10.63,62.49,2.79,62.43
57.21,-179.48,-2.67,-1.85,-176.35,41.58,-10.83,49.35,2.06,49.48
57.28,-190.4,-2.3,-1.68,-187.28,27.61,-11.0,35.81,1.1,35.74
57.35,-171.02,-2.17,-1.66,-167.9,15.06,-11.16,21.82,1.89,23.24
57.43,-166.06,-1.84,-1.85,-163.07,2.88,-11.29,6.5,1.67,10.71
57.5,-178.6,-1.47,-0.8,-176.0,-9.84,-11.4,-8.26,1.25,-2.56
57.57,-174.15,-1.34,-1.5,-172.05,-22.59,-11.49,-22.31,1.92,-15.99
57.65,-177.76,-2.47,-0.54,-176.24,-36.19,-11.68,-37.04,2.02,-30.35
57.72,-171.9,-1.77,-1.21,-170.99,-49.35,-11.82,-43.79,2.84,-43.47
57.8,-185.29,-3.67,-0.49,-184.41,-63.52,-12.1,-65.72,4.45,-58.54
57.88,-174.66,-2.64,-0.87,-174.45,-76.89,-12.3,-76.74,10.25,-72.45
57.95,-180.35,-3.28,-1.56,-180.53,-90.89,-12.56,-87.09,24.9,-86.54
58.03,-172.9,-1.64,-0.92,-173.13,-104.31,-12.68,-105.29,8.51,-100.6
58.11,-165.99,-1.57,-0.77,-166.66,-117.56,-12.81,-117.67,4.65,-114.35
58.19,-167.38,-2.18,-1.02,-168.35,-130.91,-12.98,-131.04,2.61,-128.17
58.27,-174.34,-2.37,-0.82,-175.58,-144.82,-13.17,-146.49,2.37,-142.7
58.35,-169.63,-1.49,-0.29,-171.23,-158.36,-13.29,-156.25,2.08,-156.35
58.43,-168.95,-1.95,-1.29,-170.54,-171.85,-13.45,-171.33,1.86,-170.13
58.51,-177.05,-1.8,-1.69,-178.75,174.02,-13.59,177.92,1.47,175.89
58.59,-177.04,-2.02,-1.22,-178.55,160.45,-13.74,162.26,2.06,162.2
58.66,-181.4,-1.75,-1.15,-182.91,146.54,-13.88,149.49,1.88,148.34
58.74,-174.98,-2.66,-0.21,-176.37,133.13,-14.08,139.82,1.93,135.42
58.82,-185.82,-0.36,-1.67,-186.81,118.88,-14.11,123.18,1.64,121.35
58.89,-177.72,-1.49,-1.19,-178.53,105.26,-14.22,114.04,3.95,108.43
58.97,-186.26,0.94,-1.95,-186.54,90.99,-14.15,96.92,8.35,94.47
59.04,-173.56,-2.71,-0.98,-173.62,78.44,-14.35,86.1,16.66,82.41
59.12,-165.92,-1.37,-1.08,-165.64,66.08,-14.45,71.14,4.17,70.2
59.19,-170.15,-1.63,-1.01,-169.78,53.6,-14.57,59.52,3.44,57.95
59.27,-169.56,-2.48,-1.3,-169.04,41.16,-14.75,44.58,1.25,45.43
59.34,-180.34,-1.75,-1.33,-179.9,27.92,-14.88,32.32,2.57,32.25
59.41,-184.85,-2.21,-1.63,-184.4,14.36,-15.04,17.14,1.54,18.53
59.49,-181.35,-2.1,-2.84,-181.03,1.06,-15.2,-1.33,1.51,4.48
59.56,-181.44,-2.05,-2.11,-181.65,-11.85,-15.34,-11.3,1.88,-8.77
59.63,-169.88,-1.79,-1.63,-170.32,-24.67,-15.48,-23.56,1.91,-21.85
59.71,-168.7,-2.19,-1.32,-169.3,-37.58,-15.65,-40.94,2.62,-35.51
59.79,-177.29,-2.19,-1.07,-178.38,-51.14,-15.81,-50.54,3.55,-49.33
59.86,-172.66,-1.99,-1.35,-173.87,-64.36,-15.97,-70.06,5.88,-63.5
59.94,-177.53,-1.68,-1.44,-179.34,-77.94,-16.09,-82.28,14.1,-77.82
60.02,-174.07,-2.27,-0.79,-176.29,-91.45,-16.27,-97.22,15.49,-92.17
60.09,-183.52,-1.48,-1.06,-186.21,-105.7,-16.39,-111.08,7.94,-107.16
60.17,-186.27,-2.5,-1.76,-189.32,-120.57,-16.58,-121.45,4.38,-122.17
60.25,-177.72,-3.25,-2.1,-180.71,-134.75,-16.84,-136.82,2.86,-136.62
60.33,-187.0,-3.55,-3.52,-190.01,-149.67,-17.13,-146.13,2.56,-151.1
60.41,-177.79,-2.3,-0.79,-180.32,-163.86,-17.31,-162.91,2.19,-165.18
60.49,-183.55,-2.31,-2.23,-185.87,-178.51,-17.49,-179.48,1.6,-179.95
60.57,-183.9,-1.93,-1.08,-186.18,166.81,-17.65,171.09,1.9,165.9
60.65,-166.19,-2.05,-0.12,-167.98,154.07,-17.81,156.33,1.33,153.42
60.73,-170.74,-2.23,-0.91,-172.25,140.98,-17.98,145.58,1.66,140.86
60.8,-176.26,-0.93,-1.47,-177.32,127.47,-18.05,132.26,2.74,127.87
60.88,-171.76,-2.34,-0.55,-172.41,114.3,-18.23,116.93,2.87,114.92
60.96,-175.89,-2.57,-0.86,-176.35,100.82,-18.43,105.81,3.48,101.94
61.03,-171.56,-2.54,-0.92,-171.66,87.67,-18.62,88.92,36.25,88.8
61.11,-183.53,-1.51,-1.2,-183.61,74.0,-18.73,78.72,8.22,75.55
61.18,-184.56,-1.13,-1.17,-184.35,60.46,-18.82,63.8,3.81,62.23
61.25,-183.44,-0.55,-0.8,-183.08,47.0,-18.86,46.62,3.16,48.54
61.33,-177.78,-2.06,-1.34,-177.6,33.96,-19.01,36.99,1.49,35.69
61.4,-168.73,-1.75,-1.75,-168.44,21.58,-19.14,22.51,1.56,23.24
61.47,-168.34,-1.36,-1.2,-168.11,9.23,-19.23,8.28,1.94,10.59
61.55,-168.53,-1.63,-0.63,-168.51,-2.77,-19.35,-2.47,1.23,-1.53
61.62,-178.14,-2.09,-1.15,-178.2,-15.82,-19.5,-19.69,1.84,-15.17
61.7,-181.03,-2.61,-0.65,-181.51,-29.67,-19.7,-29.76,1.8,-29.15
61.77,-176.09,-1.02,-2.38,-176.63,-43.15,-19.78,-47.18,2.89,-43.19
61.85,-187.92,-3.01,-0.72,-188.82,-57.53,-20.01,-58.67,3.78,-57.76
61.93,-176.04,-1.98,-1.2,-177.02,-71.0,-20.16,-77.55,12.88,-72.03
62.0,-185.52,-1.43,-1.56,-187.01,-85.39,-20.27,-85.5,22.08,-86.43
62.08,-172.73,-1.88,-1.58,-174.13,-98.8,-20.42,-104.69,6.84,-100.5
62.16,-168.58,-2.27,-0.85,-170.38,-112.07,-20.6,-116.71,4.42,-114.24
62.24,-170.0,-1.92,-1.05,-172.03,-125.63,-20.75,-129.88,2.46,-128.2
62.32,-177.26,-2.78,-2.17,-179.45,-139.77,-20.97,-141.36,2.27,-142.37
62.4,-172.49,-1.76,-0.11,-174.58,-153.54,-21.11,-157.45,2.31,-156.45
62.48,-172.27,-2.08,-1.34,-174.45,-167.29,-21.28,-168.47,1.95,-170.14
62.56,-173.21,-1.95,-0.21,-175.24,178.89,-21.43,178.71,2.27,176.22
62.64,-180.31,-1.73,-1.38,-182.1,165.06,-21.57,163.93,1.37,162.45
62.71,-184.69,-1.63,-1.77,-186.35,150.9,-21.69,150.49,1.84,148.45
62.79,-178.55,-1.19,-1.31,-180.01,137.21,-21.78,134.49,1.86,134.63
62.87,-187.77,0.31,-2.28,-189.24,122.82,-21.76,128.19,1.86,121.09
62.94,-180.31,-2.28,-0.97,-181.11,109.19,-21.93,111.77,5.03,107.92
63.02,-188.18,-0.51,-1.26,-188.63,94.76,-21.97,106.11,3.77,94.97
63.09,-172.57,-2.92,-1.05,-171.97,81.91,-22.19,85.17,25.39,82.52
63.17,-168.14,-1.23,-1.29,-167.29,69.39,-22.28,71.84,3.11,70.28
63.24,-172.11,-1.82,-1.08,-171.12,56.76,-22.41,58.95,2.3,57.86
63.31,-171.81,-2.29,-1.66,-170.72,44.16,-22.58,44.82,1.96,45.28
63.39,-182.13,-2.31,-1.82,-181.08,30.79,-22.75,32.05,1.93,32.0
63.46,-182.27,-1.85,-1.79,-181.22,17.42,-22.89,15.58,1.19,18.34
63.53,-184.22,-1.44,-0.8,-183.42,3.9,-22.99,-2.57,2.05,4.01
63.6,-174.82,-1.31,-2.19,-174.62,-8.54,-23.09,-12.0,1.66,-8.83
63.68,-167.76,-1.31,-2.02,-167.85,-21.01,-23.18,-25.74,2.78,-21.82
63.76,-167.9,-2.46,-0.69,-168.35,-33.85,-23.37,-39.17,2.91,-35.22
63.83,-176.36,-1.08,-1.56,-177.17,-47.35,-23.45,-53.89,5.76,-49.37
63.91,-174.32,-2.78,-0.76,-175.54,-60.69,-23.67,-68.15,5.56,-63.43
63.99,-178.84,-1.81,-1.24,-180.5,-74.38,-23.81,-82.91,13.85,-77.91
64.06,-173.64,-3.21,-1.01,-175.76,-87.86,-24.05,-92.79,33.46,-91.7
64.14,-184.33,-2.77,-0.97,-186.55,-102.16,-24.27,-111.08,7.21,-106.76
64.22,-186.26,-1.92,-0.93,-188.88,-117.03,-24.42,-120.81,3.81,-121.71
64.3,-179.18,-2.99,-1.69,-181.72,-131.33,-24.66,-135.72,2.82,-136.15
64.38,-190.18,-1.9,-1.49,-192.67,-146.5,-24.81,-141.65,1.03,-150.35
64.46,-175.85,-1.61,-1.6,-177.52,-160.54,-24.94,-160.08,1.81,-163.98
64.54,-185.11,-2.43,-3.33,-186.41,-175.31,-25.14,-174.78,2.24,-178.37
64.62,-176.59,-1.92,-1.17,-177.55,170.59,-25.29,171.47,1.27,167.94
64.7,-167.11,-2.1,-0.73,-167.74,157.78,-25.45,157.93,1.42,155.43
64.77,-172.68,-2.21,-0.34,-173.07,144.54,-25.62,145.9,2.46,142.61
64.85,-178.61,-1.73,-1.01,-178.69,130.85,-25.75,134.08,2.28,129.53
64.93,-172.88,-1.25,-1.16,-172.53,117.6,-25.85,117.82,1.67,116.49
65.0,-177.47,-2.36,-0.98,-177.0,104.0,-26.03,104.19,5.58,103.07
65.08,-173.34,-1.21,-1.24,-172.76,90.72,-26.12,89.44,41.25,89.79
65.15,-184.41,-2.31,-1.05,-183.87,76.98,-26.29,79.63,5.91,76.51
65.23,-180.81,-1.18,-0.97,-179.98,63.71,-26.38,65.07,3.32,63.51
65.3,-185.64,0.27,-0.2,-184.67,50.09,-26.36,51.32,1.95,50.12
65.37,-174.38,-1.64,-1.49,-173.3,37.48,-26.48,38.41,2.98,37.69
65.45,-167.4,-1.46,-1.29,-166.25,25.2,-26.59,24.09,1.81,25.33
65.52,-170.94,-1.94,-1.09,-169.9,12.66,-26.73,10.73,1.39,12.62
65.59,-168.91,-1.93,-1.62,-168.04,0.27,-26.87,-0.45,1.7,0.2
65.67,-181.4,-2.19,-1.05,-180.6,-12.64,-27.03,-16.17,1.72,-13.06
65.74,-183.08,-1.7,-1.73,-182.55,-26.65,-27.16,-30.66,2.02,-27.45
65.82,-179.25,-1.69,-2.1,-179.02,-40.36,-27.29,-50.0,2.52,-42.18
